Rate,Methode,,TP,TN,FN,FP,Total,Accuracy,F1,TPR,PPV,TNR
100,entropySipSyn,total,5,2602,165,96,2868,0.908995816,0.036900369,0.029411765,0.04950495,0.964418087
100,entropySipSyn,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
100,entropySipSyn,slowloris,0,0,35,0,35,0,0,0,#DIV/0!,#DIV/0!
100,entropySipSyn,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
100,entropySipSyn,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
100,entropySipSyn,blacknurse,2,0,8,0,10,0.2,0.333333333,0.2,1,#DIV/0!
100,entropySipSyn,xmas,1,0,12,0,13,0.076923077,0.142857143,0.076923077,1,#DIV/0!
100,entropySipSyn,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
100,entropySipSyn,synflood,2,0,9,0,11,0.181818182,0.307692308,0.181818182,1,#DIV/0!
100,entropyDipSyn,total,13,2572,157,126,2868,0.901324965,0.084142395,0.076470588,0.09352518,0.95329874
100,entropyDipSyn,slowread,3,0,55,0,58,0.051724138,0.098360656,0.051724138,1,#DIV/0!
100,entropyDipSyn,slowloris,2,0,33,0,35,0.057142857,0.108108108,0.057142857,1,#DIV/0!
100,entropyDipSyn,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
100,entropyDipSyn,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
100,entropyDipSyn,blacknurse,1,0,9,0,10,0.1,0.181818182,0.1,1,#DIV/0!
100,entropyDipSyn,xmas,5,0,8,0,13,0.384615385,0.555555556,0.384615385,1,#DIV/0!
100,entropyDipSyn,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
100,entropyDipSyn,synflood,2,0,9,0,11,0.181818182,0.307692308,0.181818182,1,#DIV/0!
100,entropyBiflow,total,34,2150,136,548,2868,0.761506276,0.090425532,0.2,0.058419244,0.796886583
100,entropyBiflow,slowread,17,0,41,0,58,0.293103448,0.453333333,0.293103448,1,#DIV/0!
100,entropyBiflow,slowloris,1,0,34,0,35,0.028571429,0.055555556,0.028571429,1,#DIV/0!
100,entropyBiflow,ruby,6,0,19,0,25,0.24,0.387096774,0.24,1,#DIV/0!
100,entropyBiflow,pingflood,4,0,8,0,12,0.333333333,0.5,0.333333333,1,#DIV/0!
100,entropyBiflow,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
100,entropyBiflow,xmas,3,0,10,0,13,0.230769231,0.375,0.230769231,1,#DIV/0!
100,entropyBiflow,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
100,entropyBiflow,synflood,3,0,8,0,11,0.272727273,0.428571429,0.272727273,1,#DIV/0!
100,entropyRateBiflow,total,0,2698,170,0,2868,0.940725244,0,0,#DIV/0!,1
100,entropyRateBiflow,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
100,entropyRateBiflow,slowloris,0,0,35,0,35,0,0,0,#DIV/0!,#DIV/0!
100,entropyRateBiflow,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
100,entropyRateBiflow,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
100,entropyRateBiflow,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
100,entropyRateBiflow,xmas,0,0,13,0,13,0,0,0,#DIV/0!,#DIV/0!
100,entropyRateBiflow,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
100,entropyRateBiflow,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfSyn,total,4,2602,166,96,2868,0.908647141,0.02962963,0.023529412,0.04,0.964418087
100,HigstNumberOfSyn,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfSyn,slowloris,0,0,35,0,35,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfSyn,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfSyn,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfSyn,blacknurse,2,0,8,0,10,0.2,0.333333333,0.2,1,#DIV/0!
100,HigstNumberOfSyn,xmas,0,0,13,0,13,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfSyn,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfSyn,synflood,2,0,9,0,11,0.181818182,0.307692308,0.181818182,1,#DIV/0!
100,HigstNumberOfURGPSHFIN,total,10,2688,160,10,2868,0.940725244,0.105263158,0.058823529,0.5,0.996293551
100,HigstNumberOfURGPSHFIN,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfURGPSHFIN,slowloris,0,0,35,0,35,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfURGPSHFIN,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfURGPSHFIN,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfURGPSHFIN,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfURGPSHFIN,xmas,10,0,3,0,13,0.769230769,0.869565217,0.769230769,1,#DIV/0!
100,HigstNumberOfURGPSHFIN,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
100,HigstNumberOfURGPSHFIN,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
100,countBiflow,total,13,2686,157,12,2868,0.941073919,0.133333333,0.076470588,0.52,0.995552261
100,countBiflow,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
100,countBiflow,slowloris,0,0,35,0,35,0,0,0,#DIV/0!,#DIV/0!
100,countBiflow,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
100,countBiflow,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
100,countBiflow,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
100,countBiflow,xmas,7,0,6,0,13,0.538461538,0.7,0.538461538,1,#DIV/0!
100,countBiflow,udpflood,3,0,3,0,6,0.5,0.666666667,0.5,1,#DIV/0!
100,countBiflow,synflood,3,0,8,0,11,0.272727273,0.428571429,0.272727273,1,#DIV/0!
100,totalicmpDUnreachable,total,15,2690,155,8,2868,0.943165969,0.155440415,0.088235294,0.652173913,0.997034841
100,totalicmpDUnreachable,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
100,totalicmpDUnreachable,slowloris,0,0,35,0,35,0,0,0,#DIV/0!,#DIV/0!
100,totalicmpDUnreachable,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
100,totalicmpDUnreachable,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
100,totalicmpDUnreachable,blacknurse,10,0,0,0,10,1,1,1,1,#DIV/0!
100,totalicmpDUnreachable,xmas,5,0,8,0,13,0.384615385,0.555555556,0.384615385,1,#DIV/0!
100,totalicmpDUnreachable,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
100,totalicmpDUnreachable,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
100,totalBytes,total,22,2395,148,303,2868,0.842747559,0.088888889,0.129411765,0.067692308,0.887694589
100,totalBytes,slowread,13,0,45,0,58,0.224137931,0.366197183,0.224137931,1,#DIV/0!
100,totalBytes,slowloris,0,0,35,0,35,0,0,0,#DIV/0!,#DIV/0!
100,totalBytes,ruby,6,0,19,0,25,0.24,0.387096774,0.24,1,#DIV/0!
100,totalBytes,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
100,totalBytes,blacknurse,1,0,9,0,10,0.1,0.181818182,0.1,1,#DIV/0!
100,totalBytes,xmas,2,0,11,0,13,0.153846154,0.266666667,0.153846154,1,#DIV/0!
100,totalBytes,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
100,totalBytes,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
100,totalpackets,total,27,2237,143,461,2868,0.789400279,0.082066869,0.158823529,0.055327869,0.829132691
100,totalpackets,slowread,9,0,49,0,58,0.155172414,0.268656716,0.155172414,1,#DIV/0!
100,totalpackets,slowloris,1,0,34,0,35,0.028571429,0.055555556,0.028571429,1,#DIV/0!
100,totalpackets,ruby,6,0,19,0,25,0.24,0.387096774,0.24,1,#DIV/0!
100,totalpackets,pingflood,1,0,11,0,12,0.083333333,0.153846154,0.083333333,1,#DIV/0!
100,totalpackets,blacknurse,1,0,9,0,10,0.1,0.181818182,0.1,1,#DIV/0!
100,totalpackets,xmas,4,0,9,0,13,0.307692308,0.470588235,0.307692308,1,#DIV/0!
100,totalpackets,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
100,totalpackets,synflood,5,0,6,0,11,0.454545455,0.625,0.454545455,1,#DIV/0!
100,totalicmp,total,25,2679,145,19,2868,0.942817294,0.23364486,0.147058824,0.568181818,0.992957746
100,totalicmp,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
100,totalicmp,slowloris,0,0,35,0,35,0,0,0,#DIV/0!,#DIV/0!
100,totalicmp,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
100,totalicmp,pingflood,10,0,2,0,12,0.833333333,0.909090909,0.833333333,1,#DIV/0!
100,totalicmp,blacknurse,10,0,0,0,10,1,1,1,1,#DIV/0!
100,totalicmp,xmas,5,0,8,0,13,0.384615385,0.555555556,0.384615385,1,#DIV/0!
100,totalicmp,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
100,totalicmp,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
100,totalicmprate,total,17,2674,153,24,2868,0.938284519,0.161137441,0.1,0.414634146,0.991104522
100,totalicmprate,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
100,totalicmprate,slowloris,0,0,35,0,35,0,0,0,#DIV/0!,#DIV/0!
100,totalicmprate,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
100,totalicmprate,pingflood,5,0,7,0,12,0.416666667,0.588235294,0.416666667,1,#DIV/0!
100,totalicmprate,blacknurse,7,0,3,0,10,0.7,0.823529412,0.7,1,#DIV/0!
100,totalicmprate,xmas,5,0,8,0,13,0.384615385,0.555555556,0.384615385,1,#DIV/0!
100,totalicmprate,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
100,totalicmprate,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
100,totalflows,total,77,1355,93,1343,2868,0.49930265,0.096855346,0.452941176,0.054225352,0.50222387
100,totalflows,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
100,totalflows,slowloris,0,0,35,0,35,0,0,0,#DIV/0!,#DIV/0!
100,totalflows,ruby,25,0,0,0,25,1,1,1,1,#DIV/0!
100,totalflows,pingflood,12,0,0,0,12,1,1,1,1,#DIV/0!
100,totalflows,blacknurse,10,0,0,0,10,1,1,1,1,#DIV/0!
100,totalflows,xmas,13,0,0,0,13,1,1,1,1,#DIV/0!
100,totalflows,udpflood,6,0,0,0,6,1,1,1,1,#DIV/0!
100,totalflows,synflood,11,0,0,0,11,1,1,1,1,#DIV/0!
400,KMeansentropy,total,41,2199,128,501,2869,0.780759847,0.11533052,0.24260355,0.075645756,0.814444444
400,KMeansentropy,slowread,13,0,45,0,58,0.224137931,0.366197183,0.224137931,1,#DIV/0!
400,KMeansentropy,slowloris,0,0,34,0,34,0,0,0,#DIV/0!,#DIV/0!
400,KMeansentropy,ruby,22,0,3,0,25,0.88,0.936170213,0.88,1,#DIV/0!
400,KMeansentropy,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
400,KMeansentropy,blacknurse,4,0,6,0,10,0.4,0.571428571,0.4,1,#DIV/0!
400,KMeansentropy,xmas,0,0,13,0,13,0,0,0,#DIV/0!,#DIV/0!
400,KMeansentropy,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,KMeansentropy,synflood,2,0,9,0,11,0.181818182,0.307692308,0.181818182,1,#DIV/0!
400,KMeanscombined,total,34159,2723474,4677,2252773,5015083,0.549867869,0.029374383,0.879570502,0.014936605,0.547294779
400,KMeanscombined,slowread,454,0,170,0,624,0.727564103,0.842300557,0.727564103,1,#DIV/0!
400,KMeanscombined,slowloris,1849,0,11,0,1860,0.994086022,0.997034241,0.994086022,1,#DIV/0!
400,KMeanscombined,ruby,227,0,2,0,229,0.991266376,0.995614035,0.991266376,1,#DIV/0!
400,KMeanscombined,pingflood,4759,0,0,0,4759,1,1,1,1,#DIV/0!
400,KMeanscombined,blacknurse,617,0,0,0,617,1,1,1,1,#DIV/0!
400,KMeanscombined,xmas,5969,0,2026,0,7995,0.74659162,0.854912632,0.74659162,1,#DIV/0!
400,KMeanscombined,udpflood,15816,0,0,0,15816,1,1,1,1,#DIV/0!
400,KMeanscombined,synflood,4468,0,2468,0,6936,0.644175317,0.783584707,0.644175317,1,#DIV/0!
400,KMeansfields,total,34159,2715054,4677,2246611,5000501,0.549787511,0.029452416,0.879570502,0.01497696,0.54720623
400,KMeansfields,slowread,454,0,170,0,624,0.727564103,0.842300557,0.727564103,1,#DIV/0!
400,KMeansfields,slowloris,1849,0,11,0,1860,0.994086022,0.997034241,0.994086022,1,#DIV/0!
400,KMeansfields,ruby,227,0,2,0,229,0.991266376,0.995614035,0.991266376,1,#DIV/0!
400,KMeansfields,pingflood,4759,0,0,0,4759,1,1,1,1,#DIV/0!
400,KMeansfields,blacknurse,617,0,0,0,617,1,1,1,1,#DIV/0!
400,KMeansfields,xmas,5969,0,2026,0,7995,0.74659162,0.854912632,0.74659162,1,#DIV/0!
400,KMeansfields,udpflood,15816,0,0,0,15816,1,1,1,1,#DIV/0!
400,KMeansfields,synflood,4468,0,2468,0,6936,0.644175317,0.783584707,0.644175317,1,#DIV/0!
400,RandomForestfields,total,33632,4961665,5204,0,5000501,0.998959304,0.928188994,0.866000618,1,1
400,RandomForestfields,slowread,616,0,8,0,624,0.987179487,0.993548387,0.987179487,1,#DIV/0!
400,RandomForestfields,slowloris,1858,0,2,0,1860,0.998924731,0.999462076,0.998924731,1,#DIV/0!
400,RandomForestfields,ruby,226,0,3,0,229,0.986899563,0.993406593,0.986899563,1,#DIV/0!
400,RandomForestfields,pingflood,1171,0,3588,0,4759,0.246060097,0.394940978,0.246060097,1,#DIV/0!
400,RandomForestfields,blacknurse,617,0,0,0,617,1,1,1,1,#DIV/0!
400,RandomForestfields,xmas,7995,0,0,0,7995,1,1,1,1,#DIV/0!
400,RandomForestfields,udpflood,15816,0,0,0,15816,1,1,1,1,#DIV/0!
400,RandomForestfields,synflood,5333,0,1603,0,6936,0.768886967,0.869345505,0.768886967,1,#DIV/0!
400,RandomForestentropy,total,0,2700,169,0,2869,0.941094458,0,0,#DIV/0!,1
400,RandomForestentropy,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
400,RandomForestentropy,slowloris,0,0,34,0,34,0,0,0,#DIV/0!,#DIV/0!
400,RandomForestentropy,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
400,RandomForestentropy,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
400,RandomForestentropy,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
400,RandomForestentropy,xmas,0,0,13,0,13,0,0,0,#DIV/0!,#DIV/0!
400,RandomForestentropy,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,RandomForestentropy,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
400,RandomForestcombined,total,8270,4976247,30566,0,5015083,0.993905186,0.351122999,0.21294675,1,1
400,RandomForestcombined,slowread,185,0,439,0,624,0.296474359,0.457354759,0.296474359,1,#DIV/0!
400,RandomForestcombined,slowloris,25,0,1835,0,1860,0.01344086,0.026525199,0.01344086,1,#DIV/0!
400,RandomForestcombined,ruby,66,0,163,0,229,0.288209607,0.447457627,0.288209607,1,#DIV/0!
400,RandomForestcombined,pingflood,872,0,3887,0,4759,0.183231771,0.309714083,0.183231771,1,#DIV/0!
400,RandomForestcombined,blacknurse,300,0,317,0,617,0.486223663,0.654307525,0.486223663,1,#DIV/0!
400,RandomForestcombined,xmas,5086,0,2909,0,7995,0.636147592,0.77761639,0.636147592,1,#DIV/0!
400,RandomForestcombined,udpflood,0,0,15816,0,15816,0,0,0,#DIV/0!,#DIV/0!
400,RandomForestcombined,synflood,1736,0,5200,0,6936,0.250288351,0.400369004,0.250288351,1,#DIV/0!
400,entropySip,total,33,2013,136,686,2868,0.713389121,0.074324324,0.195266272,0.045897079,0.74583179
400,entropySip,slowread,10,0,48,0,58,0.172413793,0.294117647,0.172413793,1,#DIV/0!
400,entropySip,slowloris,5,0,29,0,34,0.147058824,0.256410256,0.147058824,1,#DIV/0!
400,entropySip,ruby,3,0,22,0,25,0.12,0.214285714,0.12,1,#DIV/0!
400,entropySip,pingflood,7,0,5,0,12,0.583333333,0.736842105,0.583333333,1,#DIV/0!
400,entropySip,blacknurse,1,0,9,0,10,0.1,0.181818182,0.1,1,#DIV/0!
400,entropySip,xmas,4,0,9,0,13,0.307692308,0.470588235,0.307692308,1,#DIV/0!
400,entropySip,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,entropySip,synflood,3,0,8,0,11,0.272727273,0.428571429,0.272727273,1,#DIV/0!
400,entropyRateSip,total,0,2699,169,0,2868,0.941073919,0,0,#DIV/0!,1
400,entropyRateSip,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateSip,slowloris,0,0,34,0,34,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateSip,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateSip,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateSip,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateSip,xmas,0,0,13,0,13,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateSip,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateSip,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
400,entropyDip,total,25,2098,144,601,2868,0.740237099,0.062893082,0.147928994,0.039936102,0.777324935
400,entropyDip,slowread,10,0,48,0,58,0.172413793,0.294117647,0.172413793,1,#DIV/0!
400,entropyDip,slowloris,4,0,30,0,34,0.117647059,0.210526316,0.117647059,1,#DIV/0!
400,entropyDip,ruby,6,0,19,0,25,0.24,0.387096774,0.24,1,#DIV/0!
400,entropyDip,pingflood,1,0,11,0,12,0.083333333,0.153846154,0.083333333,1,#DIV/0!
400,entropyDip,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
400,entropyDip,xmas,1,0,12,0,13,0.076923077,0.142857143,0.076923077,1,#DIV/0!
400,entropyDip,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,entropyDip,synflood,3,0,8,0,11,0.272727273,0.428571429,0.272727273,1,#DIV/0!
400,entropyRateDip,total,0,2699,169,0,2868,0.941073919,0,0,#DIV/0!,1
400,entropyRateDip,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateDip,slowloris,0,0,34,0,34,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateDip,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateDip,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateDip,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateDip,xmas,0,0,13,0,13,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateDip,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateDip,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
400,entropyPacketsize,total,29,2112,140,587,2868,0.74651325,0.07388535,0.171597633,0.047077922,0.782512041
400,entropyPacketsize,slowread,10,0,48,0,58,0.172413793,0.294117647,0.172413793,1,#DIV/0!
400,entropyPacketsize,slowloris,6,0,28,0,34,0.176470588,0.3,0.176470588,1,#DIV/0!
400,entropyPacketsize,ruby,8,0,17,0,25,0.32,0.484848485,0.32,1,#DIV/0!
400,entropyPacketsize,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
400,entropyPacketsize,blacknurse,1,0,9,0,10,0.1,0.181818182,0.1,1,#DIV/0!
400,entropyPacketsize,xmas,3,0,10,0,13,0.230769231,0.375,0.230769231,1,#DIV/0!
400,entropyPacketsize,udpflood,1,0,5,0,6,0.166666667,0.285714286,0.166666667,1,#DIV/0!
400,entropyPacketsize,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
400,entropyRatePacketsize,total,0,2699,169,0,2868,0.941073919,0,0,#DIV/0!,1
400,entropyRatePacketsize,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
400,entropyRatePacketsize,slowloris,0,0,34,0,34,0,0,0,#DIV/0!,#DIV/0!
400,entropyRatePacketsize,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
400,entropyRatePacketsize,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
400,entropyRatePacketsize,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
400,entropyRatePacketsize,xmas,0,0,13,0,13,0,0,0,#DIV/0!,#DIV/0!
400,entropyRatePacketsize,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,entropyRatePacketsize,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
400,entropyBiflowSyn,total,10,2590,159,109,2868,0.906555091,0.069444444,0.059171598,0.084033613,0.959614672
400,entropyBiflowSyn,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
400,entropyBiflowSyn,slowloris,0,0,34,0,34,0,0,0,#DIV/0!,#DIV/0!
400,entropyBiflowSyn,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
400,entropyBiflowSyn,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
400,entropyBiflowSyn,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
400,entropyBiflowSyn,xmas,7,0,6,0,13,0.538461538,0.7,0.538461538,1,#DIV/0!
400,entropyBiflowSyn,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,entropyBiflowSyn,synflood,3,0,8,0,11,0.272727273,0.428571429,0.272727273,1,#DIV/0!
400,entropySipSyn,total,5,2614,164,85,2868,0.913179916,0.038610039,0.029585799,0.055555556,0.968506854
400,entropySipSyn,slowread,1,0,57,0,58,0.017241379,0.033898305,0.017241379,1,#DIV/0!
400,entropySipSyn,slowloris,0,0,34,0,34,0,0,0,#DIV/0!,#DIV/0!
400,entropySipSyn,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
400,entropySipSyn,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
400,entropySipSyn,blacknurse,2,0,8,0,10,0.2,0.333333333,0.2,1,#DIV/0!
400,entropySipSyn,xmas,1,0,12,0,13,0.076923077,0.142857143,0.076923077,1,#DIV/0!
400,entropySipSyn,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,entropySipSyn,synflood,1,0,10,0,11,0.090909091,0.166666667,0.090909091,1,#DIV/0!
400,entropyDipSyn,total,11,2587,158,112,2868,0.905857741,0.075342466,0.065088757,0.089430894,0.958503149
400,entropyDipSyn,slowread,2,0,56,0,58,0.034482759,0.066666667,0.034482759,1,#DIV/0!
400,entropyDipSyn,slowloris,1,0,33,0,34,0.029411765,0.057142857,0.029411765,1,#DIV/0!
400,entropyDipSyn,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
400,entropyDipSyn,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
400,entropyDipSyn,blacknurse,1,0,9,0,10,0.1,0.181818182,0.1,1,#DIV/0!
400,entropyDipSyn,xmas,5,0,8,0,13,0.384615385,0.555555556,0.384615385,1,#DIV/0!
400,entropyDipSyn,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,entropyDipSyn,synflood,2,0,9,0,11,0.181818182,0.307692308,0.181818182,1,#DIV/0!
400,entropyBiflow,total,35,2145,134,554,2868,0.760111576,0.092348285,0.207100592,0.05942275,0.794738792
400,entropyBiflow,slowread,18,0,40,0,58,0.310344828,0.473684211,0.310344828,1,#DIV/0!
400,entropyBiflow,slowloris,1,0,33,0,34,0.029411765,0.057142857,0.029411765,1,#DIV/0!
400,entropyBiflow,ruby,6,0,19,0,25,0.24,0.387096774,0.24,1,#DIV/0!
400,entropyBiflow,pingflood,4,0,8,0,12,0.333333333,0.5,0.333333333,1,#DIV/0!
400,entropyBiflow,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
400,entropyBiflow,xmas,3,0,10,0,13,0.230769231,0.375,0.230769231,1,#DIV/0!
400,entropyBiflow,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,entropyBiflow,synflood,3,0,8,0,11,0.272727273,0.428571429,0.272727273,1,#DIV/0!
400,entropyRateBiflow,total,0,2699,169,0,2868,0.941073919,0,0,#DIV/0!,1
400,entropyRateBiflow,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateBiflow,slowloris,0,0,34,0,34,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateBiflow,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateBiflow,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateBiflow,blacknurse,0,0,10,0,10,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateBiflow,xmas,0,0,13,0,13,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateBiflow,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,entropyRateBiflow,synflood,0,0,11,0,11,0,0,0,#DIV/0!,#DIV/0!
400,HigstNumberOfSyn,total,4,2606,165,93,2868,0.910041841,0.030075188,0.023668639,0.041237113,0.965542794
400,HigstNumberOfSyn,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
400,HigstNumberOfSyn,slowloris,0,0,34,0,34,0,0,0,#DIV/0!,#DIV/0!
400,HigstNumberOfSyn,ruby,0,0,25,0,25,0,0,0,#DIV/0!,#DIV/0!
400,HigstNumberOfSyn,pingflood,0,0,12,0,12,0,0,0,#DIV/0!,#DIV/0!
400,HigstNumberOfSyn,blacknurse,2,0,8,0,10,0.2,0.333333333,0.2,1,#DIV/0!
400,HigstNumberOfSyn,xmas,0,0,13,0,13,0,0,0,#DIV/0!,#DIV/0!
400,HigstNumberOfSyn,udpflood,0,0,6,0,6,0,0,0,#DIV/0!,#DIV/0!
400,HigstNumberOfSyn,synflood,2,0,9,0,11,0.181818182,0.307692308,0.181818182,1,#DIV/0!
400,HigstNumberOfURGPSHFIN,total,11,2689,158,10,2868,0.941422594,0.115789474,0.065088757,0.523809524,0.996294924
400,HigstNumberOfURGPSHFIN,slowread,0,0,58,0,58,0,0,0,#DIV/0!,#DIV/0!
