Rate,Methode,,TP,TN,FN,FP,Total,Accuracy,F1,TPR,PPV,TNR
6400,totalicmpDUnreachable,xmas,5,0,10,0,15,0.333333333,0.5,,,
6400,totalicmpDUnreachable,udpflood,0,0,8,0,8,0,0,,,
6400,totalicmpDUnreachable,synflood,0,0,13,0,13,0,0,,,
6400,totalBytes,total,85,2820,155,2682,5742,0.505921282,0.056534752,0.354166667,0.03071919,0.94789916
6400,totalBytes,slowread,54,0,33,0,87,0.620689655,0.765957447,,,
6400,totalBytes,slowloris,0,0,60,0,60,0,0,,,
6400,totalBytes,ruby,23,0,0,0,23,1,1,,,
6400,totalBytes,pingflood,0,0,19,0,19,0,0,,,
6400,totalBytes,blacknurse,0,0,15,0,15,0,0,,,
6400,totalBytes,xmas,7,0,8,0,15,0.466666667,0.636363636,,,
6400,totalBytes,udpflood,1,0,7,0,8,0.125,0.222222222,,,
6400,totalBytes,synflood,0,0,13,0,13,0,0,,,
6400,totalpackets,total,102,2953,138,2549,5742,0.532044584,0.070563819,0.425,0.038476047,0.955354254
6400,totalpackets,slowread,49,0,38,0,87,0.563218391,0.720588235,,,
6400,totalpackets,slowloris,0,0,60,0,60,0,0,,,
6400,totalpackets,ruby,23,0,0,0,23,1,1,,,
6400,totalpackets,pingflood,8,0,11,0,19,0.421052632,0.592592593,,,
6400,totalpackets,blacknurse,7,0,8,0,15,0.466666667,0.636363636,,,
6400,totalpackets,xmas,7,0,8,0,15,0.466666667,0.636363636,,,
6400,totalpackets,udpflood,5,0,3,0,8,0.625,0.769230769,,,
6400,totalpackets,synflood,3,0,10,0,13,0.230769231,0.375,,,
6400,totalicmp,total,32,5489,208,13,5742,0.961511668,0.224561404,0.133333333,0.711111111,0.963489556
6400,totalicmp,slowread,0,0,87,0,87,0,0,,,
6400,totalicmp,slowloris,0,0,60,0,60,0,0,,,
6400,totalicmp,ruby,0,0,23,0,23,0,0,,,
6400,totalicmp,pingflood,15,0,4,0,19,0.789473684,0.882352941,,,
6400,totalicmp,blacknurse,12,0,3,0,15,0.8,0.888888889,,,
6400,totalicmp,xmas,5,0,10,0,15,0.333333333,0.5,,,
6400,totalicmp,udpflood,0,0,8,0,8,0,0,,,
6400,totalicmp,synflood,0,0,13,0,13,0,0,,,
6400,totalicmprate,total,34,5488,206,14,5742,0.961685824,0.236111111,0.141666667,0.708333333,0.963821567
6400,totalicmprate,slowread,0,0,87,0,87,0,0,,,
6400,totalicmprate,slowloris,0,0,60,0,60,0,0,,,
6400,totalicmprate,ruby,0,0,23,0,23,0,0,,,
6400,totalicmprate,pingflood,16,0,3,0,19,0.842105263,0.914285714,,,
6400,totalicmprate,blacknurse,13,0,2,0,15,0.866666667,0.928571429,,,
6400,totalicmprate,xmas,5,0,10,0,15,0.333333333,0.5,,,
6400,totalicmprate,udpflood,0,0,8,0,8,0,0,,,
6400,totalicmprate,synflood,0,0,13,0,13,0,0,,,
6400,totalflows,total,240,0,0,5502,5742,0.041797283,0.080240722,1,0.041797283,#DIV/0!
6400,totalflows,slowread,87,0,0,0,87,1,1,,,
6400,totalflows,slowloris,60,0,0,0,60,1,1,,,
6400,totalflows,ruby,23,0,0,0,23,1,1,,,
6400,totalflows,pingflood,19,0,0,0,19,1,1,,,
6400,totalflows,blacknurse,15,0,0,0,15,1,1,,,
6400,totalflows,xmas,15,0,0,0,15,1,1,,,
6400,totalflows,udpflood,8,0,0,0,8,1,1,,,
6400,totalflows,synflood,13,0,0,0,13,1,1,,,
12800,KMeansentropy,total,96,2042,105,3486,5729,0.373189038,0.05075337,0.47761194,0.02680067,
12800,KMeansentropy,slowread,62,0,0,0,62,1,1,,,
12800,KMeansentropy,slowloris,0,0,53,0,53,0,0,,,
12800,KMeansentropy,ruby,18,0,0,0,18,1,1,,,
12800,KMeansentropy,pingflood,0,0,19,0,19,0,0,,,
12800,KMeansentropy,blacknurse,0,0,15,0,15,0,0,,,
12800,KMeansentropy,xmas,11,0,4,0,15,0.733333333,0.846153846,,,
12800,KMeansentropy,udpflood,5,0,2,0,7,0.714285714,0.833333333,,,
12800,KMeansentropy,synflood,0,0,12,0,12,0,0,,,
12800,KMeanscombined,total,3435,1007786,68,612851,1624140,0.622619355,0.011084417,0.980588067,0.005573711,
12800,KMeanscombined,slowread,17,0,7,0,24,0.708333333,0.829268293,,,
12800,KMeanscombined,slowloris,54,0,0,0,54,1,1,,,
12800,KMeanscombined,ruby,3,0,6,0,9,0.333333333,0.5,,,
12800,KMeanscombined,pingflood,1846,0,0,0,1846,1,1,,,
12800,KMeanscombined,blacknurse,617,0,0,0,617,1,1,,,
12800,KMeanscombined,xmas,242,0,0,0,242,1,1,,,
12800,KMeanscombined,udpflood,505,0,0,0,505,1,1,,,
12800,KMeanscombined,synflood,151,0,55,0,206,0.733009709,0.845938375,,,
12800,KMeansfields,total,3435,1007435,68,612596,1623534,0.622635559,0.01108898,0.980588067,0.005576018,
12800,KMeansfields,slowread,17,0,7,0,24,0.708333333,0.829268293,,,
12800,KMeansfields,slowloris,54,0,0,0,54,1,1,,,
12800,KMeansfields,ruby,3,0,6,0,9,0.333333333,0.5,,,
12800,KMeansfields,pingflood,1846,0,0,0,1846,1,1,,,
12800,KMeansfields,blacknurse,617,0,0,0,617,1,1,,,
12800,KMeansfields,xmas,242,0,0,0,242,1,1,,,
12800,KMeansfields,udpflood,505,0,0,0,505,1,1,,,
12800,KMeansfields,synflood,151,0,55,0,206,0.733009709,0.845938375,,,
12800,RandomForestentropy,total,6,5528,195,0,5729,0.965962646,0.057971014,0.029850746,1,
12800,RandomForestentropy,slowread,0,0,62,0,62,0,0,,,
12800,RandomForestentropy,slowloris,0,0,53,0,53,0,0,,,
12800,RandomForestentropy,ruby,0,0,18,0,18,0,0,,,
12800,RandomForestentropy,pingflood,2,0,17,0,19,0.105263158,0.19047619,,,
12800,RandomForestentropy,blacknurse,0,0,15,0,15,0,0,,,
12800,RandomForestentropy,xmas,4,0,11,0,15,0.266666667,0.421052632,,,
12800,RandomForestentropy,udpflood,0,0,7,0,7,0,0,,,
12800,RandomForestentropy,synflood,0,0,12,0,12,0,0,,,
12800,RandomForestcombined,total,2070,1620637,1433,0,1624140,0.999117687,0.742867396,0.590922067,1,
12800,RandomForestcombined,slowread,15,0,9,0,24,0.625,0.769230769,,,
12800,RandomForestcombined,slowloris,24,0,30,0,54,0.444444444,0.615384615,,,
12800,RandomForestcombined,ruby,2,0,7,0,9,0.222222222,0.363636364,,,
12800,RandomForestcombined,pingflood,1246,0,600,0,1846,0.674972914,0.805950841,,,
12800,RandomForestcombined,blacknurse,371,0,246,0,617,0.601296596,0.751012146,,,
12800,RandomForestcombined,xmas,119,0,123,0,242,0.491735537,0.659279778,,,
12800,RandomForestcombined,udpflood,209,0,296,0,505,0.413861386,0.585434174,,,
12800,RandomForestcombined,synflood,84,0,122,0,206,0.40776699,0.579310345,,,
12800,RandomForestfields,total,2193,1620030,1310,1,1623534,0.999192502,0.769878884,0.626034827,0.999544211,
12800,RandomForestfields,slowread,24,0,0,0,24,1,1,,,
12800,RandomForestfields,slowloris,54,0,0,0,54,1,1,,,
12800,RandomForestfields,ruby,9,0,0,0,9,1,1,,,
12800,RandomForestfields,pingflood,647,0,1199,0,1846,0.350487541,0.519053349,,,
12800,RandomForestfields,blacknurse,577,0,40,0,617,0.935170178,0.966499162,,,
12800,RandomForestfields,xmas,242,0,0,0,242,1,1,,,
12800,RandomForestfields,udpflood,505,0,0,0,505,1,1,,,
12800,RandomForestfields,synflood,135,0,71,0,206,0.655339806,0.791788856,,,
12800,entropySip,total,27,4926,174,601,5728,0.864699721,0.065138721,0.134328358,0.042993631,0.965882353
12800,entropySip,slowread,1,0,61,0,62,0.016129032,0.031746032,,,
12800,entropySip,slowloris,3,0,50,0,53,0.056603774,0.107142857,,,
12800,entropySip,ruby,0,0,18,0,18,0,0,,,
12800,entropySip,pingflood,6,0,13,0,19,0.315789474,0.48,,,
12800,entropySip,blacknurse,5,0,10,0,15,0.333333333,0.5,,,
12800,entropySip,xmas,8,0,7,0,15,0.533333333,0.695652174,,,
12800,entropySip,udpflood,1,0,6,0,7,0.142857143,0.25,,,
12800,entropySip,synflood,3,0,9,0,12,0.25,0.4,,,
12800,entropyRateSip,total,7,5408,194,119,5728,0.945356145,0.042813456,0.034825871,0.055555556,0.965369511
12800,entropyRateSip,slowread,0,0,62,0,62,0,0,,,
12800,entropyRateSip,slowloris,2,0,51,0,53,0.037735849,0.072727273,,,
12800,entropyRateSip,ruby,0,0,18,0,18,0,0,,,
12800,entropyRateSip,pingflood,2,0,17,0,19,0.105263158,0.19047619,,,
12800,entropyRateSip,blacknurse,0,0,15,0,15,0,0,,,
12800,entropyRateSip,xmas,0,0,15,0,15,0,0,,,
12800,entropyRateSip,udpflood,0,0,7,0,7,0,0,,,
12800,entropyRateSip,synflood,3,0,9,0,12,0.25,0.4,,,
12800,entropyDip,total,34,5022,167,505,5728,0.882681564,0.091891892,0.169154229,0.063079777,0.967816535
12800,entropyDip,slowread,1,0,61,0,62,0.016129032,0.031746032,,,
12800,entropyDip,slowloris,0,0,53,0,53,0,0,,,
12800,entropyDip,ruby,0,0,18,0,18,0,0,,,
12800,entropyDip,pingflood,8,0,11,0,19,0.421052632,0.592592593,,,
12800,entropyDip,blacknurse,9,0,6,0,15,0.6,0.75,,,
12800,entropyDip,xmas,4,0,11,0,15,0.266666667,0.421052632,,,
12800,entropyDip,udpflood,6,0,1,0,7,0.857142857,0.923076923,,,
12800,entropyDip,synflood,6,0,6,0,12,0.5,0.666666667,,,
12800,entropyRateDip,total,26,5334,175,193,5728,0.93575419,0.123809524,0.129353234,0.118721461,0.968233799
12800,entropyRateDip,slowread,0,0,62,0,62,0,0,,,
12800,entropyRateDip,slowloris,0,0,53,0,53,0,0,,,
12800,entropyRateDip,ruby,0,0,18,0,18,0,0,,,
12800,entropyRateDip,pingflood,7,0,12,0,19,0.368421053,0.538461538,,,
12800,entropyRateDip,blacknurse,8,0,7,0,15,0.533333333,0.695652174,,,
12800,entropyRateDip,xmas,1,0,14,0,15,0.066666667,0.125,,,
12800,entropyRateDip,udpflood,4,0,3,0,7,0.571428571,0.727272727,,,
12800,entropyRateDip,synflood,6,0,6,0,12,0.5,0.666666667,,,
12800,entropyPacketsize,total,35,5044,166,483,5728,0.886696927,0.097357441,0.174129353,0.067567568,0.968138196
12800,entropyPacketsize,slowread,11,0,51,0,62,0.177419355,0.301369863,,,
12800,entropyPacketsize,slowloris,2,0,51,0,53,0.037735849,0.072727273,,,
12800,entropyPacketsize,ruby,0,0,18,0,18,0,0,,,
12800,entropyPacketsize,pingflood,7,0,12,0,19,0.368421053,0.538461538,,,
12800,entropyPacketsize,blacknurse,10,0,5,0,15,0.666666667,0.8,,,
12800,entropyPacketsize,xmas,3,0,12,0,15,0.2,0.333333333,,,
12800,entropyPacketsize,udpflood,1,0,6,0,7,0.142857143,0.25,,,
12800,entropyPacketsize,synflood,1,0,11,0,12,0.083333333,0.153846154,,,
12800,entropyRatePacketsize,total,201,0,0,5527,5728,0.035090782,0.067802328,1,0.035090782,#DIV/0!
12800,entropyRatePacketsize,slowread,62,0,0,0,62,1,1,,,
12800,entropyRatePacketsize,slowloris,53,0,0,0,53,1,1,,,
12800,entropyRatePacketsize,ruby,18,0,0,0,18,1,1,,,
12800,entropyRatePacketsize,pingflood,19,0,0,0,19,1,1,,,
12800,entropyRatePacketsize,blacknurse,15,0,0,0,15,1,1,,,
12800,entropyRatePacketsize,xmas,15,0,0,0,15,1,1,,,
12800,entropyRatePacketsize,udpflood,7,0,0,0,7,1,1,,,
12800,entropyRatePacketsize,synflood,12,0,0,0,12,1,1,,,
12800,entropyBiflowSyn,total,55,4780,146,747,5728,0.844099162,0.109670987,0.273631841,0.068578554,0.970361348
12800,entropyBiflowSyn,slowread,6,0,56,0,62,0.096774194,0.176470588,,,
12800,entropyBiflowSyn,slowloris,8,0,45,0,53,0.150943396,0.262295082,,,
12800,entropyBiflowSyn,ruby,0,0,18,0,18,0,0,,,
12800,entropyBiflowSyn,pingflood,11,0,8,0,19,0.578947368,0.733333333,,,
12800,entropyBiflowSyn,blacknurse,7,0,8,0,15,0.466666667,0.636363636,,,
12800,entropyBiflowSyn,xmas,11,0,4,0,15,0.733333333,0.846153846,,,
12800,entropyBiflowSyn,udpflood,1,0,6,0,7,0.142857143,0.25,,,
12800,entropyBiflowSyn,synflood,11,0,1,0,12,0.916666667,0.956521739,,,
12800,entropySipSyn,total,52,4364,149,1163,5728,0.770949721,0.073446328,0.258706468,0.042798354,0.966984268
12800,entropySipSyn,slowread,10,0,52,0,62,0.161290323,0.277777778,,,
12800,entropySipSyn,slowloris,16,0,37,0,53,0.301886792,0.463768116,,,
12800,entropySipSyn,ruby,1,0,17,0,18,0.055555556,0.105263158,,,
12800,entropySipSyn,pingflood,10,0,9,0,19,0.526315789,0.689655172,,,
12800,entropySipSyn,blacknurse,9,0,6,0,15,0.6,0.75,,,
12800,entropySipSyn,xmas,5,0,10,0,15,0.333333333,0.5,,,
12800,entropySipSyn,udpflood,0,0,7,0,7,0,0,,,
12800,entropySipSyn,synflood,1,0,11,0,12,0.083333333,0.153846154,,,
12800,entropyDipSyn,total,60,4666,141,861,5728,0.825069832,0.106951872,0.298507463,0.06514658,0.970667776
12800,entropyDipSyn,slowread,14,0,48,0,62,0.225806452,0.368421053,,,
12800,entropyDipSyn,slowloris,14,0,39,0,53,0.264150943,0.417910448,,,
12800,entropyDipSyn,ruby,0,0,18,0,18,0,0,,,
12800,entropyDipSyn,pingflood,10,0,9,0,19,0.526315789,0.689655172,,,
12800,entropyDipSyn,blacknurse,9,0,6,0,15,0.6,0.75,,,
12800,entropyDipSyn,xmas,9,0,6,0,15,0.6,0.75,,,
12800,entropyDipSyn,udpflood,1,0,6,0,7,0.142857143,0.25,,,
12800,entropyDipSyn,synflood,3,0,9,0,12,0.25,0.4,,,
12800,entropyBiflow,total,9,4992,192,535,5728,0.873079609,0.024161074,0.044776119,0.016544118,0.962962963
12800,entropyBiflow,slowread,5,0,57,0,62,0.080645161,0.149253731,,,
12800,entropyBiflow,slowloris,0,0,53,0,53,0,0,,,
12800,entropyBiflow,ruby,0,0,18,0,18,0,0,,,
12800,entropyBiflow,pingflood,2,0,17,0,19,0.105263158,0.19047619,,,
12800,entropyBiflow,blacknurse,1,0,14,0,15,0.066666667,0.125,,,
12800,entropyBiflow,xmas,1,0,14,0,15,0.066666667,0.125,,,
12800,entropyBiflow,udpflood,0,0,7,0,7,0,0,,,
12800,entropyBiflow,synflood,0,0,12,0,12,0,0,,,
12800,entropyRateBiflow,total,24,5388,177,139,5728,0.944832402,0.131868132,0.119402985,0.147239264,0.96819407
12800,entropyRateBiflow,slowread,0,0,62,0,62,0,0,,,
12800,entropyRateBiflow,slowloris,2,0,51,0,53,0.037735849,0.072727273,,,
12800,entropyRateBiflow,ruby,0,0,18,0,18,0,0,,,
12800,entropyRateBiflow,pingflood,6,0,13,0,19,0.315789474,0.48,,,
12800,entropyRateBiflow,blacknurse,8,0,7,0,15,0.533333333,0.695652174,,,
12800,entropyRateBiflow,xmas,3,0,12,0,15,0.2,0.333333333,,,
12800,entropyRateBiflow,udpflood,1,0,6,0,7,0.142857143,0.25,,,
12800,entropyRateBiflow,synflood,4,0,8,0,12,0.333333333,0.5,,,
12800,HigstNumberOfSyn,total,0,5460,201,67,5728,0.953212291,0,0,0,0.964493906
12800,HigstNumberOfSyn,slowread,0,0,62,0,62,0,0,,,
12800,HigstNumberOfSyn,slowloris,0,0,53,0,53,0,0,,,
12800,HigstNumberOfSyn,ruby,0,0,18,0,18,0,0,,,
12800,HigstNumberOfSyn,pingflood,0,0,19,0,19,0,0,,,
12800,HigstNumberOfSyn,blacknurse,0,0,15,0,15,0,0,,,
12800,HigstNumberOfSyn,xmas,0,0,15,0,15,0,0,,,
12800,HigstNumberOfSyn,udpflood,0,0,7,0,7,0,0,,,
12800,HigstNumberOfSyn,synflood,0,0,12,0,12,0,0,,,
12800,HigstNumberOfURGPSHFIN,total,10,5517,191,10,5728,0.964909218,0.090497738,0.049751244,0.5,0.966538192
12800,HigstNumberOfURGPSHFIN,slowread,0,0,62,0,62,0,0,,,
12800,HigstNumberOfURGPSHFIN,slowloris,0,0,53,0,53,0,0,,,
12800,HigstNumberOfURGPSHFIN,ruby,0,0,18,0,18,0,0,,,
12800,HigstNumberOfURGPSHFIN,pingflood,0,0,19,0,19,0,0,,,
12800,HigstNumberOfURGPSHFIN,blacknurse,0,0,15,0,15,0,0,,,
12800,HigstNumberOfURGPSHFIN,xmas,10,0,5,0,15,0.666666667,0.8,,,
12800,HigstNumberOfURGPSHFIN,udpflood,0,0,7,0,7,0,0,,,
12800,HigstNumberOfURGPSHFIN,synflood,0,0,12,0,12,0,0,,,
12800,countBiflow,total,29,4211,172,1316,5728,0.740223464,0.037516171,0.144278607,0.021561338,0.960757472
12800,countBiflow,slowread,3,0,59,0,62,0.048387097,0.092307692,,,
12800,countBiflow,slowloris,0,0,53,0,53,0,0,,,
12800,countBiflow,ruby,0,0,18,0,18,0,0,,,
12800,countBiflow,pingflood,8,0,11,0,19,0.421052632,0.592592593,,,
12800,countBiflow,blacknurse,2,0,13,0,15,0.133333333,0.235294118,,,
12800,countBiflow,xmas,7,0,8,0,15,0.466666667,0.636363636,,,
12800,countBiflow,udpflood,5,0,2,0,7,0.714285714,0.833333333,,,
12800,countBiflow,synflood,4,0,8,0,12,0.333333333,0.5,,,
12800,totalicmpDUnreachable,total,19,5518,182,9,5728,0.966655028,0.165938865,0.094527363,0.678571429,0.968070175
12800,totalicmpDUnreachable,slowread,0,0,62,0,62,0,0,,,
12800,totalicmpDUnreachable,slowloris,0,0,53,0,53,0,0,,,
12800,totalicmpDUnreachable,ruby,0,0,18,0,18,0,0,,,
12800,totalicmpDUnreachable,pingflood,0,0,19,0,19,0,0,,,
12800,totalicmpDUnreachable,blacknurse,14,0,1,0,15,0.933333333,0.965517241,,,
12800,totalicmpDUnreachable,xmas,5,0,10,0,15,0.333333333,0.5,,,
12800,totalicmpDUnreachable,udpflood,0,0,7,0,7,0,0,,,
12800,totalicmpDUnreachable,synflood,0,0,12,0,12,0,0,,,
12800,totalBytes,total,62,2819,139,2708,5728,0.502967877,0.041736789,0.308457711,0.022382671,0.95300879
12800,totalBytes,slowread,36,0,26,0,62,0.580645161,0.734693878,,,
12800,totalBytes,slowloris,0,0,53,0,53,0,0,,,
12800,totalBytes,ruby,17,0,1,0,18,0.944444444,0.971428571,,,
12800,totalBytes,pingflood,0,0,19,0,19,0,0,,,
12800,totalBytes,blacknurse,0,0,15,0,15,0,0,,,
12800,totalBytes,xmas,8,0,7,0,15,0.533333333,0.695652174,,,
12800,totalBytes,udpflood,1,0,6,0,7,0.142857143,0.25,,,
12800,totalBytes,synflood,0,0,12,0,12,0,0,,,
12800,totalpackets,total,79,2936,122,2591,5728,0.526361732,0.05503309,0.393034826,0.029588015,0.960104644
12800,totalpackets,slowread,29,0,33,0,62,0.467741935,0.637362637,,,
12800,totalpackets,slowloris,0,0,53,0,53,0,0,,,
12800,totalpackets,ruby,16,0,2,0,18,0.888888889,0.941176471,,,
12800,totalpackets,pingflood,9,0,10,0,19,0.473684211,0.642857143,,,
12800,totalpackets,blacknurse,8,0,7,0,15,0.533333333,0.695652174,,,
12800,totalpackets,xmas,11,0,4,0,15,0.733333333,0.846153846,,,
12800,totalpackets,udpflood,3,0,4,0,7,0.428571429,0.6,,,
12800,totalpackets,synflood,3,0,9,0,12,0.25,0.4,,,
12800,totalicmp,total,32,5515,169,12,5728,0.968400838,0.26122449,0.15920398,0.727272727,0.970267417
12800,totalicmp,slowread,0,0,62,0,62,0,0,,,
12800,totalicmp,slowloris,0,0,53,0,53,0,0,,,
12800,totalicmp,ruby,0,0,18,0,18,0,0,,,
12800,totalicmp,pingflood,15,0,4,0,19,0.789473684,0.882352941,,,
12800,totalicmp,blacknurse,12,0,3,0,15,0.8,0.888888889,,,
12800,totalicmp,xmas,5,0,10,0,15,0.333333333,0.5,,,
12800,totalicmp,udpflood,0,0,7,0,7,0,0,,,
12800,totalicmp,synflood,0,0,12,0,12,0,0,,,
12800,totalicmprate,total,33,5514,168,13,5728,0.968400838,0.267206478,0.164179104,0.717391304,0.970432946
12800,totalicmprate,slowread,0,0,62,0,62,0,0,,,
12800,totalicmprate,slowloris,0,0,53,0,53,0,0,,,
12800,totalicmprate,ruby,0,0,18,0,18,0,0,,,
12800,totalicmprate,pingflood,15,0,4,0,19,0.789473684,0.882352941,,,
12800,totalicmprate,blacknurse,13,0,2,0,15,0.866666667,0.928571429,,,
12800,totalicmprate,xmas,5,0,10,0,15,0.333333333,0.5,,,
12800,totalicmprate,udpflood,0,0,7,0,7,0,0,,,
12800,totalicmprate,synflood,0,0,12,0,12,0,0,,,
12800,totalflows,total,201,0,0,5527,5728,0.035090782,0.067802328,1,0.035090782,#DIV/0!
12800,totalflows,slowread,62,0,0,0,62,1,1,,,
12800,totalflows,slowloris,53,0,0,0,53,1,1,,,
12800,totalflows,ruby,18,0,0,0,18,1,1,,,
12800,totalflows,pingflood,19,0,0,0,19,1,1,,,
12800,totalflows,blacknurse,15,0,0,0,15,1,1,,,
12800,totalflows,xmas,15,0,0,0,15,1,1,,,
12800,totalflows,udpflood,7,0,0,0,7,1,1,,,
12800,totalflows,synflood,12,0,0,0,12,1,1,,,
